NUM_VENDA,ID_LAN,NUM_DOCUMENTO,COD_COLIGADA,COD_EMPREENDIMENTO,CODTDO,ChaveCliente,DATAVENCIMENTO,DATABAIXA,VALOR_LIQUIDO,VALORBAIXA,SALDO,CM,STATUS_PAGAMENTO,DIAS_ATRASO,FAIXA_ATRASO,ENCARGOS
23303,103502,DOC-3203,8,984,71,5-5562,2024-01-20,2024-04-15,312.42,312.42,0.00,5.42,Baixado,86,Fase 3 - 61 a 90 dias,14.74
31750,103503,DOC-8667,10,785,18,3-4026,2026-08-05,,774.42,0.00,774.42,12.06,Em Aberto,39,Fase 2 - 30 a 60 dias,23.05
22590,103504,DOC-7262,17,792,71,6-8224,2025-02-10,2025-03-30,538.94,538.94,0.00,3.78,Baixado,48,Fase 2 - 30 a 60 dias,16.83
38641,103505,DOC-7527,44,762,71,7-4911,2025-12-10,,253.63,0.00,253.63,24.18,Em Aberto,277,Fase 4 - 91+ dias,24.77
83193,103506,DOC-5005,44,762,20,3-6108,2025-04-15,2025-04-24,6232.59,5176.36,1056.23,10.13,Baixado parcialmente,9,Fase 1 - 01 a 29 dias,158.14
24346,103507,DOC-3478,37,839,18,5-1046,2024-08-10,2024-10-12,1267.38,405.64,861.74,28.05,Baixado parcialmente,63,Fase 3 - 61 a 90 dias,44.16
31750,103508,DOC-7056,10,785,18,3-4026,2026-06-05,,797.58,0.00,797.58,12.46,Em Aberto,100,Fase 4 - 91+ dias,37.38
54949,103509,DOC-4670,23,927,67,7-4543,2026-05-25,2026-07-31,1718.61,1718.61,0.00,28.13,Baixado,67,Fase 3 - 61 a 90 dias,78.82
57664,103510,DOC-1387,58,636,20,7-9928,2024-09-05,2024-09-06,1506.38,1506.38,0.00,0.60,Baixado,1,Fase 1 - 01 a 29 dias,29.61
43289,103511,DOC-6229,19,913,20,6-8839,2026-09-05,,5081.10,0.00,5081.10,6.87,Em Aberto,8,Fase 1 - 01 a 29 dias,118.11
33442,103512,DOC-5126,44,762,20,5-8900,2025-06-28,2025-07-24,5371.95,5371.95,0.00,31.18,Baixado,26,Fase 1 - 01 a 29 dias,140.35
10005,103513,DOC-6031,44,762,20,7-3030,2025-06-25,2025-07-04,1489.92,1489.92,0.00,3.35,Baixado,9,Fase 1 - 01 a 29 dias,36.26
28269,103514,DOC-1230,31,399,18,2-7545,2026-01-05,2026-01-09,3786.46,3786.46,0.00,5.33,Baixado,4,Fase 1 - 01 a 29 dias,84.20
89160,103515,DOC-6558,63,189,67,7-6437,2024-04-15,2024-05-18,1248.29,1248.29,0.00,10.45,Baixado,33,Fase 2 - 30 a 60 dias,33.93
34745,103516,DOC-4454,47,100,20,3-5565,2026-01-15,2026-02-21,5673.56,5673.56,0.00,66.36,Baixado,37,Fase 2 - 30 a 60 dias,198.87
57275,103517,DOC-2380,17,363,18,2-3254,2024-08-05,2024-08-21,4279.52,1874.75,2404.77,16.68,Baixado parcialmente,16,Fase 1 - 01 a 29 dias,111.99
79828,103518,DOC-1434,31,399,20,3-3301,2025-06-25,2025-06-30,4224.26,4224.26,0.00,7.40,Baixado,5,Fase 1 - 01 a 29 dias,80.69
61132,103519,DOC-7131,2,620,20,4-3413,2024-02-28,2024-05-24,1302.94,1302.94,0.00,36.88,Baixado,86,Fase 3 - 61 a 90 dias,65.44
56080,103520,DOC-7499,23,927,20,5-1564,2026-06-20,2026-08-26,5957.97,5957.97,0.00,66.22,Baixado,67,Fase 3 - 61 a 90 dias,251.19
41605,103521,DOC-1017,28,130,39,6-7198,2024-06-05,2024-06-22,1263.63,1263.63,0.00,7.16,Baixado,17,Fase 1 - 01 a 29 dias,31.18
86206,103522,DOC-1082,25,224,67,6-2757,2025-07-25,2025-09-29,1452.64,1452.64,0.00,36.53,Baixado,66,Fase 3 - 61 a 90 dias,58.99
77637,103523,DOC-5620,47,100,20,4-8941,2025-03-10,2025-03-16,5804.67,5804.67,0.00,13.45,Baixado,6,Fase 1 - 01 a 29 dias,139.63
33515,103524,DOC-3271,34,376,18,4-6550,2024-08-28,2024-09-01,3930.65,3930.65,0.00,2.82,Baixado,4,Fase 1 - 01 a 29 dias,84.96
57648,103525,DOC-3841,2,834,67,7-4829,2024-05-10,2024-06-02,1290.25,703.07,587.18,11.07,Baixado parcialmente,23,Fase 1 - 01 a 29 dias,37.95
25623,103526,DOC-4937,19,858,20,4-6375,2026-01-10,,3444.80,0.00,3444.80,215.63,Em Aberto,246,Fase 4 - 91+ dias,373.64
65143,103527,DOC-9371,8,984,20,7-9641,2026-07-28,2026-09-09,3281.85,3281.85,0.00,30.66,Baixado,43,Fase 2 - 30 a 60 dias,115.49
96878,103528,DOC-9412,34,376,71,2-5653,2024-11-15,2024-11-19,920.35,920.35,0.00,0.79,Baixado,4,Fase 1 - 01 a 29 dias,22.38
70064,103529,DOC-8875,16,658,20,3-4811,2025-11-15,2025-11-18,2342.52,2342.52,0.00,1.30,Baixado,3,Fase 1 - 01 a 29 dias,51.41
39749,103530,DOC-5006,2,620,67,6-9039,2024-06-25,2024-07-05,1002.93,546.56,456.37,3.13,Baixado parcialmente,10,Fase 1 - 01 a 29 dias,19.92
58586,103531,DOC-3653,58,636,71,6-3528,2025-10-05,2025-12-08,283.29,178.72,104.57,4.39,Baixado parcialmente,64,Fase 3 - 61 a 90 dias,12.98
45645,103532,DOC-8443,37,839,20,4-7405,2024-11-25,2024-11-28,3183.44,3183.44,0.00,2.74,Baixado,3,Fase 1 - 01 a 29 dias,72.50
73101,103533,DOC-8748,42,833,20,3-6532,2024-08-15,2024-08-22,3909.91,3909.91,0.00,10.58,Baixado,7,Fase 1 - 01 a 29 dias,82.09
84942,103534,DOC-6636,58,636,18,3-6775,2026-07-05,2026-08-13,3931.15,2633.10,1298.05,56.69,Baixado parcialmente,39,Fase 2 - 30 a 60 dias,119.52
58259,103535,DOC-1642,23,927,20,5-2193,2025-08-20,2025-08-30,5610.78,3110.96,2499.82,13.35,Baixado parcialmente,10,Fase 1 - 01 a 29 dias,148.21
11316,103536,DOC-4219,19,913,18,2-4428,2026-02-10,2026-03-05,1644.63,1644.63,0.00,7.22,Baixado,23,Fase 1 - 01 a 29 dias,48.64
16963,103537,DOC-3037,9,684,20,6-8715,2025-11-25,2025-11-28,3166.26,1488.62,1677.64,1.43,Baixado parcialmente,3,Fase 1 - 01 a 29 dias,66.67
91681,103538,DOC-3603,10,387,20,3-7456,2025-05-05,2025-07-07,6682.73,6682.73,0.00,99.55,Baixado,63,Fase 3 - 61 a 90 dias,308.30
23941,103539,DOC-5482,44,762,20,3-1372,2024-03-05,2024-03-17,3963.74,3963.74,0.00,11.36,Baixado,12,Fase 1 - 01 a 29 dias,108.56
71421,103540,DOC-5999,19,913,18,6-4539,2025-06-25,2025-07-02,3329.43,3329.43,0.00,5.49,Baixado,7,Fase 1 - 01 a 29 dias,78.89
63534,103541,DOC-1856,34,704,20,3-7793,2026-05-15,,4461.52,0.00,4461.52,140.73,Em Aberto,121,Fase 4 - 91+ dias,294.73
77031,103542,DOC-9037,19,858,20,5-3203,2024-09-05,2024-10-31,3997.39,2225.87,1771.52,49.50,Baixado parcialmente,56,Fase 2 - 30 a 60 dias,149.24
20556,103543,DOC-1489,9,735,20,5-4207,2026-08-25,2026-09-03,1462.24,1462.24,0.00,4.67,Baixado,9,Fase 1 - 01 a 29 dias,37.45
17372,103544,DOC-1157,47,100,20,6-7198,2024-02-20,2024-08-04,1439.81,1439.81,0.00,53.39,Baixado,166,Fase 4 - 91+ dias,96.35
22024,103545,DOC-1950,58,636,71,3-4093,2026-04-15,2026-09-10,502.63,502.63,0.00,17.52,Baixado,148,Fase 4 - 91+ dias,35.10
56069,103546,DOC-6745,28,623,67,5-6615,2025-02-28,2026-05-11,576.83,246.03,330.80,89.60,Baixado parcialmente,437,Fase 4 - 91+ dias,85.41
26936,103547,DOC-5003,56,720,39,3-8323,2025-05-10,2025-05-11,2322.93,2322.93,0.00,0.83,Baixado,1,Fase 1 - 01 a 29 dias,53.56
58946,103548,DOC-1372,10,387,20,7-2327,2025-04-10,2025-05-16,1912.07,1544.66,367.41,23.87,Baixado parcialmente,36,Fase 2 - 30 a 60 dias,54.49
17000,103549,DOC-8249,34,704,20,2-2951,2025-11-25,2025-12-14,4981.25,2746.77,2234.48,22.18,Baixado parcialmente,19,Fase 1 - 01 a 29 dias,128.01
44936,103550,DOC-9411,47,195,20,3-4583,2024-03-25,2024-03-29,1356.90,1356.90,0.00,0.79,Baixado,4,Fase 1 - 01 a 29 dias,27.74
90130,103551,DOC-3344,44,286,20,6-8069,2024-09-25,2025-03-22,4353.82,1680.11,2673.71,291.64,Baixado parcialmente,178,Fase 4 - 91+ dias,299.25
81855,103552,DOC-1818,21,132,20,4-7562,2025-12-28,2026-01-03,4638.98,4638.98,0.00,10.25,Baixado,6,Fase 1 - 01 a 29 dias,108.60
27800,103553,DOC-7318,23,683,71,3-5651,2024-04-25,2025-05-23,891.88,891.88,0.00,135.36,Baixado,393,Fase 4 - 91+ dias,142.99
12009,103554,DOC-4399,47,100,20,4-5514,2025-03-20,2026-06-03,3992.21,3992.21,0.00,437.60,Baixado,440,Fase 4 - 91+ dias,690.39
25570,103555,DOC-1546,31,399,39,5-9689,2024-12-25,2025-05-16,1694.37,908.27,786.10,32.97,Baixado parcialmente,142,Fase 4 - 91+ dias,117.03
71542,103556,DOC-8629,19,913,71,3-4544,2024-11-05,2024-12-09,898.07,898.07,0.00,10.53,Baixado,34,Fase 2 - 30 a 60 dias,27.64
76481,103557,DOC-6116,49,893,20,2-9527,2025-05-05,2025-06-03,3876.29,1273.80,2602.49,43.98,Baixado parcialmente,29,Fase 1 - 01 a 29 dias,99.86
91507,103558,DOC-7961,16,529,71,5-3578,2025-01-05,2025-01-25,506.71,506.71,0.00,2.94,Baixado,20,Fase 1 - 01 a 29 dias,11.49
18200,103559,DOC-3796,23,927,71,4-4455,2025-03-25,,669.26,0.00,669.26,93.38,Em Aberto,537,Fase 4 - 91+ dias,115.79
69627,103560,DOC-7799,56,720,20,6-7082,2025-01-28,2025-03-16,3420.74,3420.74,0.00,24.23,Baixado,47,Fase 2 - 30 a 60 dias,113.43
18782,103561,DOC-7305,31,399,20,3-6532,2024-01-05,2024-01-09,4594.63,4594.63,0.00,4.84,Baixado,4,Fase 1 - 01 a 29 dias,87.64
59908,103562,DOC-1188,44,762,67,3-2578,2024-01-28,2024-04-17,1636.33,1636.33,0.00,45.54,Baixado,80,Fase 3 - 61 a 90 dias,77.77
70596,103563,DOC-5933,23,683,20,6-3503,2025-05-05,2025-08-03,5842.82,2187.94,3654.88,178.41,Baixado parcialmente,90,Fase 3 - 61 a 90 dias,322.94
86132,103564,DOC-7951,42,833,71,3-8979,2025-04-10,2025-04-24,464.58,464.58,0.00,1.12,Baixado,14,Fase 1 - 01 a 29 dias,12.75
69113,103565,DOC-7674,17,792,18,5-6832,2026-06-10,2026-08-11,1724.04,1724.04,0.00,14.28,Baixado,62,Fase 3 - 61 a 90 dias,60.83
70692,103566,DOC-2851,10,785,20,4-1044,2024-03-28,2024-11-21,6201.56,1817.27,4384.29,512.48,Baixado parcialmente,238,Fase 4 - 91+ dias,653.69
70882,103567,DOC-6881,2,834,20,5-7925,2025-11-05,2025-12-05,6237.28,3452.14,2785.14,51.67,Baixado parcialmente,30,Fase 2 - 30 a 60 dias,178.64
75443,103568,DOC-8488,44,762,71,6-7095,2025-03-20,2025-03-30,708.76,244.04,464.72,1.18,Baixado parcialmente,10,Fase 1 - 01 a 29 dias,16.18
96856,103569,DOC-2068,49,893,20,3-8736,2025-01-10,,1452.68,0.00,1452.68,240.05,Em Aberto,611,Fase 4 - 91+ dias,319.02
15543,103570,DOC-9727,8,670,20,4-2329,2026-04-10,2026-04-15,1540.32,1540.32,0.00,2.31,Baixado,5,Fase 1 - 01 a 29 dias,31.66
77637,103571,DOC-5452,47,100,20,4-8941,2026-02-10,,6108.14,0.00,6108.14,324.73,Em Aberto,215,Fase 4 - 91+ dias,624.47
59163,103572,DOC-5513,21,132,67,6-9220,2025-10-20,,432.41,0.00,432.41,51.86,Em Aberto,328,Fase 4 - 91+ dias,52.17
51963,103573,DOC-7589,31,399,67,2-5289,2026-05-15,2026-05-27,1507.05,1507.05,0.00,7.21,Baixado,12,Fase 1 - 01 a 29 dias,36.67
36639,103574,DOC-9648,31,532,71,5-1753,2026-02-28,2026-05-10,222.65,70.89,151.76,6.26,Baixado parcialmente,71,Fase 3 - 61 a 90 dias,8.43
56002,103575,DOC-8907,47,195,20,3-5910,2025-11-20,2025-12-02,4062.45,4062.45,0.00,17.89,Baixado,12,Fase 1 - 01 a 29 dias,106.25
77658,103576,DOC-6655,17,792,20,7-4911,2025-08-15,2026-01-23,1232.53,1232.53,0.00,72.62,Baixado,161,Fase 4 - 91+ dias,91.87
60592,103577,DOC-2671,10,387,18,5-8895,2025-01-05,2025-02-27,1865.03,1122.15,742.88,14.99,Baixado parcialmente,53,Fase 2 - 30 a 60 dias,68.44
70064,103578,DOC-3759,16,658,20,3-4811,2025-08-15,2025-09-26,2334.57,2334.57,0.00,27.96,Baixado,42,Fase 2 - 30 a 60 dias,71.77
64474,103579,DOC-7688,49,840,18,2-3947,2024-06-15,2024-08-31,1818.25,1818.25,0.00,26.84,Baixado,77,Fase 3 - 61 a 90 dias,72.84
28128,103580,DOC-2270,21,132,39,3-7373,2024-12-10,,815.29,0.00,815.29,125.93,Em Aberto,642,Fase 4 - 91+ dias,216.43
92781,103581,DOC-5179,2,620,67,3-7089,2025-01-10,2025-02-11,1742.91,1742.91,0.00,14.65,Baixado,32,Fase 2 - 30 a 60 dias,60.95
98807,103582,DOC-2253,2,834,18,4-4455,2025-02-25,,1065.90,0.00,1065.90,201.42,Em Aberto,565,Fase 4 - 91+ dias,215.75
78338,103583,DOC-7872,8,984,20,6-8581,2025-09-28,2025-10-03,2542.19,830.07,1712.12,2.33,Baixado parcialmente,5,Fase 1 - 01 a 29 dias,57.91
41753,103584,DOC-6580,19,858,20,3-6814,2026-05-28,2026-06-08,1903.67,1903.67,0.00,6.21,Baixado,11,Fase 1 - 01 a 29 dias,49.04
22407,103585,DOC-4169,23,927,20,4-5503,2025-04-20,2025-07-13,4513.87,4513.87,0.00,65.45,Baixado,84,Fase 3 - 61 a 90 dias,207.65
45674,103586,DOC-3903,31,399,18,5-5816,2024-08-15,2025-03-29,1260.85,1260.85,0.00,53.09,Baixado,226,Fase 4 - 91+ dias,115.66
67862,103587,DOC-8908,34,704,20,7-2056,2024-06-20,2024-07-27,2247.97,2247.97,0.00,28.06,Baixado,37,Fase 2 - 30 a 60 dias,70.57
10356,103588,DOC-4198,8,984,20,7-6516,2025-09-10,2025-09-16,4515.76,4515.76,0.00,7.59,Baixado,6,Fase 1 - 01 a 29 dias,109.49
72372,103589,DOC-7991,47,195,71,2-1365,2024-01-28,2024-06-30,386.46,386.46,0.00,18.78,Baixado,154,Fase 4 - 91+ dias,26.14
59406,103590,DOC-8299,34,376,20,6-8749,2026-07-25,,5673.73,0.00,5673.73,51.46,Em Aberto,50,Fase 2 - 30 a 60 dias,205.26
93574,103591,DOC-8302,2,620,20,2-4204,2024-09-10,2024-10-17,1949.04,1949.04,0.00,15.23,Baixado,37,Fase 2 - 30 a 60 dias,66.94
69627,103592,DOC-9889,56,720,20,6-7082,2024-10-28,2024-12-12,3555.59,2065.04,1490.55,41.44,Baixado parcialmente,45,Fase 2 - 30 a 60 dias,117.84
10011,103593,DOC-3861,44,286,71,2-4468,2025-07-05,2025-07-05,877.16,877.16,0.00,0.00,Baixado,0,Fase 1 - 01 a 29 dias,0.00
95526,103594,DOC-3155,37,839,71,3-1548,2026-01-20,,563.63,0.00,563.63,19.37,Em Aberto,236,Fase 4 - 91+ dias,52.76
68062,103595,DOC-3885,31,532,18,2-4204,2024-02-20,2024-02-26,2840.14,2840.14,0.00,3.18,Baixado,6,Fase 1 - 01 a 29 dias,65.07
34623,103596,DOC-7548,34,704,67,6-1697,2024-01-28,2024-01-31,1296.84,1296.84,0.00,0.91,Baixado,3,Fase 1 - 01 a 29 dias,26.69
74597,103597,DOC-4072,28,130,18,3-1553,2024-02-15,2024-03-03,3725.51,3725.51,0.00,19.84,Baixado,17,Fase 1 - 01 a 29 dias,109.37
71421,103598,DOC-5946,19,913,18,6-4539,2026-05-25,2026-06-04,3234.59,3234.59,0.00,7.55,Baixado,10,Fase 1 - 01 a 29 dias,79.15
13257,103599,DOC-7113,19,913,20,2-4988,2024-12-25,2025-02-08,4539.20,4539.20,0.00,78.92,Baixado,45,Fase 2 - 30 a 60 dias,163.67
88492,103600,DOC-9224,21,323,20,3-9348,2025-02-25,2025-02-27,2815.84,914.51,1901.33,1.14,Baixado parcialmente,2,Fase 1 - 01 a 29 dias,60.34
54633,103601,DOC-1632,44,286,18,5-1564,2025-02-25,2025-09-08,2572.32,2572.32,0.00,76.95,Baixado,195,Fase 4 - 91+ dias,204.37
66880,103602,DOC-2922,47,195,20,2-7104,2026-01-28,2026-03-07,3156.49,3156.49,0.00,39.28,Baixado,38,Fase 2 - 30 a 60 dias,107.95
86858,103603,DOC-7824,28,130,20,2-6964,2024-11-05,2024-12-18,2016.41,2016.41,0.00,26.79,Baixado,43,Fase 2 - 30 a 60 dias,74.02
88779,103604,DOC-8201,23,683,20,4-2238,2026-02-15,,4935.50,0.00,4935.50,326.88,Em Aberto,210,Fase 4 - 91+ dias,488.72
84850,103605,DOC-7214,10,785,67,4-7405,2024-12-05,2024-12-06,966.03,966.03,0.00,0.36,Baixado,1,Fase 1 - 01 a 29 dias,18.71
23272,103606,DOC-7649,28,623,67,5-4611,2024-01-15,2024-10-14,765.70,341.38,424.32,51.00,Baixado parcialmente,273,Fase 4 - 91+ dias,73.88
22590,103607,DOC-9092,17,792,71,6-8224,2025-05-10,2025-07-15,562.43,414.93,147.50,7.70,Baixado parcialmente,66,Fase 3 - 61 a 90 dias,20.63
30319,103608,DOC-4778,19,913,20,4-1515,2025-05-10,,5385.24,0.00,5385.24,463.90,Em Aberto,491,Fase 4 - 91+ dias,937.82
75280,103609,DOC-3107,34,376,20,4-7516,2024-05-20,,2987.99,0.00,2987.99,699.81,Em Aberto,846,Fase 4 - 91+ dias,887.59
82464,103610,DOC-9590,10,387,18,4-5620,2025-11-15,2026-08-09,1864.22,1864.22,0.00,98.67,Baixado,267,Fase 4 - 91+ dias,181.87
17929,103611,DOC-7441,37,699,18,7-1434,2024-06-20,2024-06-20,743.09,743.09,0.00,0.00,Baixado,0,Fase 1 - 01 a 29 dias,0.00
58586,103612,DOC-7822,58,636,71,6-3528,2026-06-05,2026-08-10,280.53,280.53,0.00,3.68,Baixado,66,Fase 3 - 61 a 90 dias,10.60
77637,103613,DOC-7765,47,100,20,4-8941,2025-01-10,2025-01-29,6013.37,6013.37,0.00,37.87,Baixado,19,Fase 1 - 01 a 29 dias,169.95
96428,103614,DOC-9069,10,387,20,3-2587,2025-01-20,2025-07-26,1349.52,1349.52,0.00,53.43,Baixado,187,Fase 4 - 91+ dias,104.12
53506,103615,DOC-9847,10,785,20,5-2196,2024-01-20,,4613.57,0.00,4613.57,1116.41,Em Aberto,967,Fase 4 - 91+ dias,1466.14
23470,103616,DOC-4241,44,286,20,6-7873,2026-08-28,,4933.36,0.00,4933.36,31.07,Em Aberto,16,Fase 1 - 01 a 29 dias,135.28
71542,103617,DOC-1601,19,913,71,3-4544,2024-12-05,2024-12-10,851.01,851.01,0.00,1.19,Baixado,5,Fase 1 - 01 a 29 dias,18.66
67625,103618,DOC-1038,10,785,20,5-1753,2024-08-28,2024-10-01,4382.20,4382.20,0.00,57.35,Baixado,34,Fase 2 - 30 a 60 dias,137.37
40728,103619,DOC-2757,16,529,20,4-8815,2024-04-10,2024-04-16,2973.00,2973.00,0.00,7.04,Baixado,6,Fase 1 - 01 a 29 dias,58.26
59797,103620,DOC-3689,58,636,18,2-9134,2024-12-25,2025-06-10,4329.12,1749.05,2580.07,230.12,Baixado parcialmente,167,Fase 4 - 91+ dias,305.64
13397,103621,DOC-6831,34,704,20,3-1372,2026-07-25,,5867.44,0.00,5867.44,42.13,Em Aberto,50,Fase 2 - 30 a 60 dias,245.47
43289,103622,DOC-9415,19,913,20,6-8839,2025-10-05,2025-10-14,4816.84,4816.84,0.00,16.96,Baixado,9,Fase 1 - 01 a 29 dias,106.81
71456,103623,DOC-6795,49,893,18,4-2428,2025-06-25,2025-06-25,4101.10,4101.10,0.00,0.00,Baixado,0,Fase 1 - 01 a 29 dias,0.00
53494,103624,DOC-3773,31,532,20,5-1753,2024-03-15,2024-04-21,3282.79,3282.79,0.00,32.23,Baixado,37,Fase 2 - 30 a 60 dias,105.63
79706,103625,DOC-2256,58,636,71,7-2339,2025-06-05,2025-07-22,661.95,413.15,248.80,6.57,Baixado parcialmente,47,Fase 2 - 30 a 60 dias,23.67
67625,103626,DOC-5121,10,785,20,5-1753,2025-01-28,2025-02-06,4028.05,4028.05,0.00,13.25,Baixado,9,Fase 1 - 01 a 29 dias,94.58
44985,103627,DOC-7128,42,689,20,5-3578,2024-10-10,2024-10-25,4402.29,4402.29,0.00,23.92,Baixado,15,Fase 1 - 01 a 29 dias,93.70
98319,103628,DOC-4563,56,720,18,3-3686,2026-08-28,2026-09-13,3696.77,1463.37,2233.40,17.07,Baixado parcialmente,16,Fase 1 - 01 a 29 dias,105.44
34898,103629,DOC-4596,19,913,20,3-3301,2025-03-28,2025-04-01,5443.59,5443.59,0.00,4.89,Baixado,4,Fase 1 - 01 a 29 dias,116.13
24346,103630,DOC-9731,37,839,18,5-1046,2024-03-10,2024-04-28,1277.71,1277.71,0.00,10.12,Baixado,49,Fase 2 - 30 a 60 dias,43.28
22979,103631,DOC-8943,10,387,71,5-8477,2024-04-25,2024-11-30,422.30,422.30,0.00,27.67,Baixado,219,Fase 4 - 91+ dias,35.82
10310,103632,DOC-6943,34,376,71,4-7100,2024-08-25,2024-10-10,929.56,929.56,0.00,8.32,Baixado,46,Fase 2 - 30 a 60 dias,28.29
22590,103633,DOC-8946,17,792,71,6-8224,2025-11-10,2026-02-09,553.98,553.98,0.00,11.46,Baixado,91,Fase 4 - 91+ dias,25.74
38641,103634,DOC-4752,44,762,71,7-4911,2026-02-10,2026-05-24,271.06,271.06,0.00,8.22,Baixado,103,Fase 4 - 91+ dias,15.82
68062,103635,DOC-1592,31,532,18,2-4204,2024-12-20,2024-12-23,3069.09,3069.09,0.00,1.93,Baixado,3,Fase 1 - 01 a 29 dias,55.53
37958,103636,DOC-7531,23,927,18,3-3080,2026-06-10,,4479.60,0.00,4479.60,123.53,Em Aberto,95,Fase 4 - 91+ dias,232.35
78293,103637,DOC-6677,2,620,18,5-9044,2025-06-25,2025-07-24,3074.59,3074.59,0.00,17.29,Baixado,29,Fase 1 - 01 a 29 dias,79.58
60736,103638,DOC-7831,16,658,71,7-3276,2026-02-15,,172.39,0.00,172.39,8.38,Em Aberto,210,Fase 4 - 91+ dias,17.16
53753,103639,DOC-1634,10,387,18,4-6229,2024-11-05,2024-11-28,1862.59,1862.59,0.00,5.98,Baixado,23,Fase 1 - 01 a 29 dias,54.05
70064,103640,DOC-9841,16,658,20,3-4811,2025-12-15,2025-12-23,2377.98,1714.26,663.72,4.89,Baixado parcialmente,8,Fase 1 - 01 a 29 dias,57.54
70057,103641,DOC-3611,9,684,20,2-4557,2026-06-10,,2089.03,0.00,2089.03,39.18,Em Aberto,95,Fase 4 - 91+ dias,115.90
74851,103642,DOC-7628,10,387,18,4-8651,2024-10-10,2024-12-07,4216.14,4216.14,0.00,77.37,Baixado,58,Fase 2 - 30 a 60 dias,161.24
79465,103643,DOC-4574,44,762,71,3-4583,2024-01-28,2024-02-01,301.42,301.42,0.00,0.20,Baixado,4,Fase 1 - 01 a 29 dias,7.26
30993,103644,DOC-6360,10,785,71,7-2911,2025-05-05,2025-05-12,236.90,236.90,0.00,0.44,Baixado,7,Fase 1 - 01 a 29 dias,5.53
83012,103645,DOC-3752,10,785,18,5-6202,2025-12-25,2026-06-13,4246.67,3289.82,956.85,222.37,Baixado parcialmente,170,Fase 4 - 91+ dias,310.62
69006,103646,DOC-7142,49,840,20,5-8895,2025-06-28,,1602.89,0.00,1602.89,254.94,Em Aberto,442,Fase 4 - 91+ dias,292.12
72132,103647,DOC-9936,44,762,20,5-8755,2024-05-28,2024-06-09,1143.57,1143.57,0.00,2.27,Baixado,12,Fase 1 - 01 a 29 dias,24.00
74879,103648,DOC-4455,44,762,20,2-3795,2024-10-05,2024-10-14,3255.66,3255.66,0.00,9.20,Baixado,9,Fase 1 - 01 a 29 dias,66.82
56002,103649,DOC-1921,47,195,20,3-5910,2024-11-20,2024-11-28,4216.97,4216.97,0.00,8.55,Baixado,8,Fase 1 - 01 a 29 dias,97.95
24367,103650,DOC-7876,21,132,20,7-2268,2026-07-20,2026-08-27,2335.48,631.99,1703.49,34.15,Baixado parcialmente,38,Fase 2 - 30 a 60 dias,72.88
41808,103651,DOC-8983,2,620,20,2-7581,2025-10-10,2026-05-02,1506.44,1506.44,0.00,46.30,Baixado,204,Fase 4 - 91+ dias,129.33
45812,103652,DOC-6820,8,984,20,5-3820,2026-02-05,,3896.53,0.00,3896.53,194.18,Em Aberto,220,Fase 4 - 91+ dias,333.54
72000,103653,DOC-2498,44,762,18,6-9700,2026-07-05,2026-07-21,2482.70,2482.70,0.00,13.27,Baixado,16,Fase 1 - 01 a 29 dias,62.87
69163,103654,DOC-4430,21,132,18,4-6173,2024-08-05,2024-10-19,1659.27,1659.27,0.00,17.72,Baixado,75,Fase 3 - 61 a 90 dias,75.30
96856,103655,DOC-5247,49,893,20,3-8736,2024-07-10,2024-09-24,1435.73,1435.73,0.00,29.99,Baixado,76,Fase 3 - 61 a 90 dias,58.06
93990,103656,DOC-7990,17,363,18,2-7040,2024-06-25,2024-07-23,3944.01,3944.01,0.00,24.34,Baixado,28,Fase 1 - 01 a 29 dias,129.54
63386,103657,DOC-5654,42,689,18,2-9530,2025-02-05,2025-04-12,3367.55,3367.55,0.00,34.24,Baixado,66,Fase 3 - 61 a 90 dias,124.20
87775,103658,DOC-9046,2,834,18,4-6173,2026-03-05,,1461.60,0.00,1461.60,97.95,Em Aberto,192,Fase 4 - 91+ dias,106.31
28747,103659,DOC-7332,47,100,18,7-9844,2025-10-05,2025-10-14,1950.40,1950.40,0.00,5.80,Baixado,9,Fase 1 - 01 a 29 dias,42.66
34745,103660,DOC-4208,47,100,20,3-5565,2025-12-15,2025-12-30,5982.98,5982.98,0.00,14.27,Baixado,15,Fase 1 - 01 a 29 dias,163.11
92476,103661,DOC-9406,17,792,18,7-9844,2025-07-15,2025-07-18,3178.94,3178.94,0.00,1.45,Baixado,3,Fase 1 - 01 a 29 dias,68.50
61395,103662,DOC-9562,49,840,39,5-7904,2026-08-28,,1697.82,0.00,1697.82,4.18,Em Aberto,16,Fase 1 - 01 a 29 dias,38.39
75280,103663,DOC-5385,34,376,20,4-7516,2024-08-20,2025-03-07,2852.31,2852.31,0.00,130.57,Baixado,199,Fase 4 - 91+ dias,236.38
42179,103664,DOC-5002,37,839,18,5-7617,2024-07-10,2024-07-27,2742.79,2742.79,0.00,13.46,Baixado,17,Fase 1 - 01 a 29 dias,69.89
60402,103665,DOC-2170,44,762,20,5-7925,2025-12-15,,2568.67,0.00,2568.67,220.55,Em Aberto,272,Fase 4 - 91+ dias,314.33
31750,103666,DOC-4476,10,785,18,3-4026,2025-12-05,2026-09-02,829.13,829.13,0.00,60.20,Baixado,271,Fase 4 - 91+ dias,86.82
75340,103667,DOC-6730,31,399,18,2-4939,2025-05-25,2025-08-23,1619.34,1619.34,0.00,55.33,Baixado,90,Fase 3 - 61 a 90 dias,76.23
